Timestamp,Value,Type
12:44:42 AM.609,"Soil Moisture: 21.00 %\r\n",received
12:44:42 AM.705,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:42 AM.705,"Soil Moisture: 21.00 %\r\n",received
12:44:42 AM.802,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:42 AM.802,"Soil Moisture: 21.00 %\r\n",received
12:44:42 AM.898,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:42 AM.898,"Soil Moisture: 21.00 %\r\n",received
12:44:42 AM.977,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:42 AM.977,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.73,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.73,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.170,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.170,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.265,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.265,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.345,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.345,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.442,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.442,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.537,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.537,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.632,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.632,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.712,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.712,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.810,"Temperature: 24.50 °C, Humidity: 23.00 %\r\n",received
12:44:43 AM.810,"Soil Moisture: 21.00 %\r\n",received
12:44:43 AM.937,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:43 AM.937,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.50,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.50,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.129,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.129,"Soil Moisture: 23.00 %\r\n",received
12:44:44 AM.226,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.226,"Soil Moisture: 23.00 %\r\n",received
12:44:44 AM.322,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.322,"Soil Moisture: 23.00 %\r\n",received
12:44:44 AM.417,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.417,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.497,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.497,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.594,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.594,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.690,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.690,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.785,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.785,"Soil Moisture: 22.00 %\r\n",received
12:44:44 AM.866,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.866,"Soil Moisture: 21.00 %\r\n",received
12:44:44 AM.978,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:44 AM.978,"Soil Moisture: 22.00 %\r\n",received
12:44:45 AM.73,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.73,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.169,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.169,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.266,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.266,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.345,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.345,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.442,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.442,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.538,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.538,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.634,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.634,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.729,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.729,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.809,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.809,"Soil Moisture: 21.00 %\r\n",received
12:44:45 AM.937,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:45 AM.937,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.17,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.17,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.113,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.113,"Soil Moisture: 22.00 %\r\n",received
12:44:46 AM.225,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.225,"Soil Moisture: 22.00 %\r\n",received
12:44:46 AM.321,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.321,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.401,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.401,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.498,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.498,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.592,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.592,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.688,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.688,"Soil Moisture: 22.00 %\r\n",received
12:44:46 AM.785,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.785,"Soil Moisture: 22.00 %\r\n",received
12:44:46 AM.866,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.866,"Soil Moisture: 21.00 %\r\n",received
12:44:46 AM.977,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:46 AM.977,"Soil Moisture: 22.00 %\r\n",received
12:44:47 AM.73,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.73,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.169,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.169,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.266,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.266,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.345,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.345,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.441,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.441,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.537,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.537,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.633,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.633,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.713,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.713,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.809,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.809,"Soil Moisture: 21.00 %\r\n",received
12:44:47 AM.905,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:47 AM.905,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.17,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.17,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.112,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.112,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.209,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.209,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.290,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.290,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.384,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.384,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.480,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.480,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.576,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.576,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.656,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.656,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.753,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.753,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.849,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.849,"Soil Moisture: 21.00 %\r\n",received
12:44:48 AM.945,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:48 AM.945,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.41,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.41,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.121,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.121,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.217,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.217,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.314,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.314,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.410,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.410,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.491,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.491,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.585,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.585,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.681,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.681,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.778,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.778,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.857,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.857,"Soil Moisture: 21.00 %\r\n",received
12:44:49 AM.952,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:49 AM.952,"Soil Moisture: 21.00 %\r\n",received
12:44:50 AM.65,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.65,"Soil Moisture: 21.00 %\r\n",received
12:44:50 AM.161,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.161,"Soil Moisture: 21.00 %\r\n",received
12:44:50 AM.257,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.257,"Soil Moisture: 21.00 %\r\n",received
12:44:50 AM.353,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.353,"Soil Moisture: 22.00 %\r\n",received
12:44:50 AM.465,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.465,"Soil Moisture: 22.00 %\r\n",received
12:44:50 AM.544,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.544,"Soil Moisture: 25.00 %\r\n",received
12:44:50 AM.641,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.641,"Soil Moisture: 35.00 %\r\n",received
12:44:50 AM.737,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.737,"Soil Moisture: 46.00 %\r\n",received
12:44:50 AM.833,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.833,"Soil Moisture: 47.00 %\r\n",received
12:44:50 AM.929,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:50 AM.929,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.24,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.24,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.120,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.120,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.217,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.217,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.313,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.313,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.409,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.409,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.489,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.489,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.586,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.586,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.681,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.681,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.778,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.778,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.874,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.874,"Soil Moisture: 48.00 %\r\n",received
12:44:51 AM.970,"Temperature: 24.40 °C, Humidity: 24.00 %\r\n",received
12:44:51 AM.970,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.81,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.81,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.193,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.193,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.289,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.289,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.370,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.370,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.466,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.466,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.561,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.561,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.657,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.657,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.738,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.738,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.834,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.834,"Soil Moisture: 48.00 %\r\n",received
12:44:52 AM.930,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:52 AM.930,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.26,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.26,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.105,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.105,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.201,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.201,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.298,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.298,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.394,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.394,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.489,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.489,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.570,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.570,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.666,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.666,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.761,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.761,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.857,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.857,"Soil Moisture: 48.00 %\r\n",received
12:44:53 AM.938,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:53 AM.938,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.33,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.33,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.145,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.145,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.241,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.241,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.337,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.337,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.433,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.433,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.513,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.513,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.610,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.610,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.705,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.705,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.801,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.801,"Soil Moisture: 48.00 %\r\n",received
12:44:54 AM.897,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:54 AM.897,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.8,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.8,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.89,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.89,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.185,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.185,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.281,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.281,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.361,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.361,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.458,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.458,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.553,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.553,"Soil Moisture: 49.00 %\r\n",received
12:44:55 AM.649,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.649,"Soil Moisture: 50.00 %\r\n",received
12:44:55 AM.761,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.761,"Soil Moisture: 51.00 %\r\n",received
12:44:55 AM.858,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.858,"Soil Moisture: 51.00 %\r\n",received
12:44:55 AM.937,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:55 AM.937,"Soil Moisture: 51.00 %\r\n",received
12:44:56 AM.34,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.34,"Soil Moisture: 52.00 %\r\n",received
12:44:56 AM.145,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.145,"Soil Moisture: 50.00 %\r\n",received
12:44:56 AM.241,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.241,"Soil Moisture: 51.00 %\r\n",received
12:44:56 AM.352,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.352,"Soil Moisture: 51.00 %\r\n",received
12:44:56 AM.449,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.449,"Soil Moisture: 51.00 %\r\n",received
12:44:56 AM.546,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.546,"Soil Moisture: 50.00 %\r\n",received
12:44:56 AM.625,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.625,"Soil Moisture: 50.00 %\r\n",received
12:44:56 AM.720,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.720,"Soil Moisture: 50.00 %\r\n",received
12:44:56 AM.818,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.818,"Soil Moisture: 50.00 %\r\n",received
12:44:56 AM.929,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:56 AM.929,"Soil Moisture: 50.00 %\r\n",received
12:44:57 AM.9,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.9,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.105,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.105,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.202,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.202,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.297,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.297,"Soil Moisture: 50.00 %\r\n",received
12:44:57 AM.394,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.394,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.505,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.505,"Soil Moisture: 50.00 %\r\n",received
12:44:57 AM.586,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.586,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.682,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.682,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.778,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.778,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.856,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.856,"Soil Moisture: 49.00 %\r\n",received
12:44:57 AM.953,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:57 AM.953,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.49,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.49,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.161,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.161,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.257,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.257,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.355,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.355,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.449,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.449,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.529,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.529,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.625,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.625,"Soil Moisture: 49.00 %\r\n",received
12:44:58 AM.721,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.721,"Soil Moisture: 50.00 %\r\n",received
12:44:58 AM.833,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.833,"Soil Moisture: 50.00 %\r\n",received
12:44:58 AM.930,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:58 AM.930,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.8,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.8,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.105,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.105,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.202,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.202,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.298,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.298,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.378,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.378,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.473,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.473,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.568,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.568,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.664,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.664,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.761,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.761,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.843,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.843,"Soil Moisture: 50.00 %\r\n",received
12:44:59 AM.938,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
12:44:59 AM.938,"Soil Moisture: 50.00 %\r\n",received
12:45:00 AM.33,"Temperature: 24.40 °C, Humidity: 23.00 %\r\n",received
